363,10,Mitsuki-Saito,10,3
364,10,Ilia-Samoshnikov,77,2
365,10,Stepan-Surikov,84,3
366,10,Montassar-Talbi,3,2
367,10,Yegor-Teslenko,2,2
368,10,Filip-Uremovic,5,3
369,10,Lenar-Fattakhov,56,3
370,10,Sead-Haksabanovic,99,3
371,10,Oleg-Shatov,27,3
372,10,Nikita-Yanovich,66,1
373,11,Gabriel-Vidovic,322,9
374,11,Davies-Alphonso,19,2
375,11,Bright-Arrey-Mbi,5,2
376,11,Paul-Wanner,14,3
377,11,Serge-Gnabry,22,3
378,11,Leon-Goretska,8,3
379,11,Marcel-Sabitzer,7,3
380,11,Niklas-S%C3%BCle,4,2
381,11,Arijon-Ibrahimovic,15,3
382,11,Timo-Kern,46,3
383,11,Joshua-Kimmich,32,3
384,11,Kingsley-Coman,29,3
385,11,Lucas-Copado,34,4
386,11,Michael-Cuisance,8,3
387,11,Robert-Levandovski,9,4
388,11,Jamie-Lawrence,3,2
389,11,Nemanja-Motika,39,4
390,11,Jamal-Musiala,42,3
391,11,Muller-Tomas,25,3
392,11,Manuel-Neuer,1,1
393,11,Tanguy-Nianzou,23,2
394,11,Benjamin-Pavard,21,2
395,11,Chris-Richards,28,2
396,11,Omar-Richards,3,2
397,11,Marc-Roca,22,3
398,11,Leroy-Zane,19,3
399,11,Bouna-Sarr,17,2
400,11,Josip-Stanisic,44,2
401,11,Malik-Tillman,40,3
402,11,Corentin-Tolisso,24,3
403,11,Sven-Ulreich,26,1
404,11,Nicolas-Feldhahn,28,2
405,11,Christian-Fruchtl,36,1
406,11,Eric-Maxim-Choupo-Moting,17,4
407,11,Lucas-Francois,21,2
408,11,Julian-Nagelsmann,322,9
409,11,Dayot-Upamecano,2,2
410,12,Tiemoue-Bakayoko,5,3
411,12,Fode-Ballo,5,2
412,12,Ismael-Bennacer,10,3
413,12,Matteo-Gabbia,4,2
414,12,Sebastiano-Desplanches,90,1
415,12,Enrico-Di-Gesu,86,3
416,12,Braihm-Diaz,21,3
417,12,Olivier-Giroud,18,4
418,12,Zlatan-Ibrahimovic,9,4
419,12,Davide-Calabria,2,2
420,12,Pierre-Kalulu,33,2
421,12,Samu-Castillejo,7,3
422,12,Franck-Kessie,79,3
423,12,Andrea-Conti,12,3
424,12,Rade-Krunic,33,3
425,12,Simon-Thorup-Kj%C3%A6r,4,2
426,12,Marko-Lazetic,28,4
427,12,Rafael-Leao,9,3
428,12,Daniel-Maldini,98,3
429,12,Mike-Maignan,16,1
430,12,Junior-Messias,30,3
431,12,Antonio-Mirante,83,1
432,12,Lapo-Nava,92,1
433,12,Pietro-Pellegri,29,4
434,12,Alessandro-Plizzari,1,1
435,12,Tomasso-Pobega,24,3
436,12,Ante-Rebic,18,3
437,12,Alessio-Romagnoli,13,2
438,12,Alexis-Saelemaekers,17,3
439,12,Luca-Stanga,91,2
440,12,Stefano-Pioli,322,9
441,12,Ciprian-Tatarusanu,30,1
442,12,Theo-Hernandez,19,2
443,12,Fikayo-Tomori,3,2
444,12,Sandro-Tonali,5,3
445,12,Alessandro-Florenzi,25,2
446,12,Andreas-Jungdal,96,1
447,13,Nathan-Ake,5,2
448,13,Jack-Grealish,10,4
449,13,Ilkay-G%C3%BCndogan,21,3
450,13,Kevin-De-Bruyne,7,3
451,13,Liam-Delap,48,4
452,13,Ruben-Dias,6,2
453,13,Thommy-Doyle,69,3
454,13,Gabriel-Jesus,9,4
455,13,Alexander-Zinchenko,25,2
456,13,Conrad-Egan-Riley,56,2
457,13,Kayky,37,4
458,13,Joao-Cancelo,20,2
459,13,Carson-Scott,33,1
460,13,Romeo-Lavia,90,3
461,13,Aymeric-Laporte,4,2
462,13,James-McAtee,87,3
463,13,Riyad-Mahrez,26,4
464,13,Luke-Mbete-Tabu,79,2
465,13,Benjamin-Mendy,22,2
466,13,Cole-Palmer,80,4
467,13,Rodrigo-Hernandez,16,3
468,13,Bernardo-Silva,20,3
469,13,Cieran-Slicker,84,1
470,13,Rahim-Sterling,7,4
471,13,Zack-Steffen,1,1
472,13,John-Stones,5,2
473,13,Ferran-Torres,19,4
474,13,Josh-Wilson-Esbrand,97,2
475,13,Kyle-Walker,2,2
476,13,Fernandinho,25,3
477,13,Phil-Foden,47,4
478,13,Ederson-Moraes,31,1
479,13,Samuel-Edozie,53,4
480,14,Akinfeev-Igor,35,1
481,14,Ilzat-Akhmetov,7,3
482,14,Eduard-Bagrincev,47,4
483,14,Jaka-Bijol,29,3
484,14,Kristijan-Bistrovic,25,3
485,14,Danila-Bokov,45,1
486,14,Emil-Bohinen,88,3
487,14,Vasin-Viktor,5,2
488,14,Nikola-Vlasic,8,4
489,14,Adolfo-Gaich,21,4
490,14,Jean-Philippe-Gbamin,27,3
491,14,Ruslan-Daurov,75,3
492,14,Alan-Dzagoev,10,3
493,14,Igor-Diveyev,78,2
494,14,Maksim-Eleev,13,2
495,14,Anton-Zabolotnyy,9,4
496,14,Baktiyor-Zainutdinov,18,4
497,14,Dmitriy-Kaptilovich,48,3
498,14,Vadim-Karpov,62,2
499,14,Jorge-Carrascal,8,3
500,14,Konstantin-Kuchayev,98,3
501,14,Matvey-Lukin,90,2
502,14,Hordur-Magnusson,8,2
503,14,Konstantin-Maradishvili,87,3
504,14,Jesus-Medina,28,3
505,14,Maxim-Mukhin,76,3
506,14,Kirill-Nababkin,14,2
507,14,Ivan-Oblyakov,98,3
508,14,Zaur-Tarba,53,3
509,14,Nayair-Tiknizyan,71,2
510,14,Vladislav-Torop,49,1
511,14,Egor-Ushakov,41,3
512,14,Fernandes-Figueyra,2,2
513,14,Bruno-Fuchs,3,2
514,14,Feodor-Chalov,9,4
515,14,Schennikov-Grigoriy,42,2
516,14,Chidera-Ejuke,8,3
517,14,Yusuf-Yazici,97,4
518,14,Vladislav-Yakovlev,1,3
519,14,Vladislav-Yakovlev-Gennadievich,46,4
520,15,Dzhambulat-Abdulkadyrov,13,3
521,15,Shamil-Abdurazakov,21,2
522,15,Chingis-Agabalaev,10,3
523,15,Shakhban-Gaydarov,62,3
524,15,Dzhamaludin-Ipaev,16,2
525,15,Sultan-Isalov,46,3
526,15,Akhmed-Ismailov,0,3
527,15,Magomed-Magomedov-II,17,3
528,15,Mutaalim-Magomedov,48,4
529,15,Razhab-Magomedov,41,3
530,15,Rustam-Machilov,51,2
531,15,Maxim-Rudnev,20,4
532,15,Alikadi-Saidov,55,2
533,15,Timur-Farrakhov,76,3
534,15,Islam-Khalimbekov,37,3
535,15,Mikhtar-Hanmurzaev,36,2
536,15,Muslim-Shihbabaev,59,3
537,15,Magomednabi-Yagyayev,57,2
538,16,Arsen-Adamov,22,2
539,16,Serdar-Azmun,9,4
540,16,Yuri-Alberto,9,3
541,16,Nuraly-Alip,4,2
542,16,Wilmar-Barrios,5,3
543,16,David-Byazrov,91,1
544,16,Marcus-Wendel,20,3
545,16,Artem-Dzyuba,22,4
546,16,Douglas-Santos,3,2
547,16,Aleksandr-Erokhin,21,3
548,16,Vyacheslav-Karavaev,15,3
549,16,Mikhail-Kerzhakov,41,1
550,16,Mikhail-Kizeev,31,1
551,16,Claudinho-III,11,3
552,16,Georgiy-Korolev,95,1
553,16,Kirill-Kravtsov,14,3
554,16,Stanislav-Kritsyuk,1,1
555,16,Danil-Krugovoi,4,2
556,16,Daniil-Kuznetsov,49,1
557,16,Daler-Kuzyaev,14,3
558,16,Dejan-Lovren,6,2
559,16,Filipe-Malcom,8,3
560,16,Andrey-Mostovoy,17,3
561,16,Daniil-Odoevskiy,71,1
562,16,Ozdoev-Magomed,27,3
563,16,Rakickiy-Yaroslav,44,2
564,16,Ivan-Sergeyev,33,4
565,16,Alexey-Sutormin,91,2
566,16,Danila-Khotulyov,94,2
567,16,Dmitry-Chistyakov,78,2
568,17,Aleksandr-Belyaev-Igorevich,4,2
569,17,Ilia-Bobryshov,4,2
570,17,Aleksandr-Voynov,22,2
571,17,Artyom-Gorbulin,46,2
572,17,Dmitry-Zavarukhin,31,2
573,17,Alexandr-Zakharov,63,2
574,17,Vlad-Larinov,0,3
575,17,Khachim-Mashukov,7,3
576,17,Aleksey-Medvedev-II,3,2
577,17,Artem-Mitasov,9,3
578,17,Andrey-Myazin,87,3
579,17,Dmitrij-Pereverzev,98,3
580,17,Ivan-Podolyak,22,3
581,17,Nikita-Saprunov,63,4
582,17,Denis-Sinyaev,17,3
583,17,Aleksej-Suharev,64,2
584,17,Maksim-Tarasov,10,4
585,17,Nikita-Kholyavskiy,0,3
586,17,Iliya-Shvedyuk,7,3
587,17,Sergey-Yarygin,87,3
588,18,Lucien-Agoume,32,3
589,18,Nicolo-Barella,23,3
590,18,Alessandro-Bastoni,95,2
591,18,Gabriel-Brazao,1,1
592,18,Marcelo-Brozovic,77,3
593,18,Matias-Vecino,8,3
594,18,Arturo-Vidal,22,3
595,18,Roberto-Gagliardini,5,3
596,18,Robin-Gosens,3,3
597,18,Danilo-D-Ambrosio,33,2
598,18,Darmian-Matteo,36,3
599,18,Stefan-de-Vrij,6,2
600,18,Edin-Dzeko,9,4
601,18,Mattia-Zanotti,46,2
602,18,Federico-Dimarco,23,2
603,18,Denzel-Dumfries,2,3
604,18,Simone-Inzaghi,21,4
605,18,Ionut-Andrei-Radu,0,1
606,18,Felipe-Caicedo,88,4
607,18,Franco-Carboni,48,3
608,18,Aleksandar-Kolarov,11,2
609,18,Alex-Cordaz,1,1
610,18,Carlos-Joaquin-Correa,11,3
611,18,Fabio-Cortinovis,40,2
612,18,Dennis-Curatolo,41,4
613,18,Lautaro-Martinez,10,4
614,18,Ivan-Perisic,14,3
615,18,Andrea-Pinamonti,9,4
616,18,Ionut-Radu,97,2
617,18,Andrea-Ranocchia,13,2
618,18,William-Rovida,40,1
619,18,Alexis-Sanchez,7,4
620,18,Mattia-Sangalli,38,3
621,18,Martin-Satriano,11,4
622,18,Stefano-Sensi,12,3
623,18,Samir-Handanovic,1,1
624,18,Hakan-Calhanoglu,10,3
625,18,Milan-Skriniar,37,2
626,18,Christian-Dannemann-Eriksen,21,3
627,19,Marcos-Antonio,8,3
628,19,Artem-Bondarenko,15,3
629,19,Valeriy-Bondar,2,2
630,19,Vitao,3,2
631,19,Roberto-De-Zerbi,10,3
632,19,Dentinio,9,4
633,19,Dodo-VI,2,2
634,19,Goncalves-dos-Santos-Ismaily,31,2
635,19,Yukhym-Konoplia,17,2
636,19,Konoplianka-Evgeniy,70,4
637,19,Viktor-Korniienko,9,2
638,19,Krivcov-Sergey,4,2
639,19,Maycon-Barberan,27,3
640,19,Solomon-Manor,19,3
641,19,Marlon-Santos,2,2
642,19,Marlos,11,3
643,19,Mykola-Matviyenko,22,2
644,19,Junior-Moraes,19,4
645,19,Mykhailo-Mudryk,14,3
646,19,Alan-Patrik,21,3
647,19,Pedrinho-II,38,3
648,19,Andrey-Pjatov,30,1
649,19,Danylo-Sikan,45,3
650,19,Stepanenko-Taras,6,3
651,19,Georgij-Sudakov,89,3
652,19,Tete,14,3
653,19,Lassina-Traore,23,4
654,19,Anatoly-Trubin,68,1
655,19,Fernando-dos-Santos-Pedro,99,4
656,19,Alexey-Schevchenko,1,1
657,20,Mateo-Barac,44,2
658,20,Silvije-Begic,4,2
659,20,Glenn-Bijl,23,2
660,20,Danil-Beltyukov,71,1
661,20,Sergei-Bozhin,47,2
662,20,Maxim-Vityugov,8,3
663,20,Ilya-Gaponov,95,2
664,20,Maksim-Glushenkov,9,4
665,20,Ury-Gorshkov,5,2
666,20,Yan-Gudkov,66,2
667,20,Roman-Ezhov,11,3
668,20,Mehdi-Zeffane,18,2
669,20,Anton-Zinkovsky,17,3
670,20,Dmitry-Ivanisenya,21,3
671,20,Ivan-Ignatiev,85,4
672,20,Dmitry-Kabutov,7,3
673,20,Maksim-Kanunnikov,99,3
674,20,Maxim-Karpov,50,2
675,20,Aleksandr-Kovalenko,0,2
676,20,Fernando-Costanza,22,3
677,20,Danil-Lipovoy,18,3
678,20,Ivan-Lomaev,1,1
679,20,Bogdan-Ovsyannikov,81,1
680,20,German-Onugkha,60,4
681,20,Sergey-Pinyaev,20,4
682,20,Dmitri-Prishchepa,12,2
683,20,Danila-Prutsev,25,3
684,20,Vladislav-Sarveli,10,4
685,20,Ivan-Sergeyev,33,4
