2022-04-05T19:00:00Z,Manchester City,Atletico Madrid,'1xBet', 1.43, 'Betfair', 8.8
2022-04-05T19:00:00Z,Benfica,Liverpool-FC,'Pinnacle', 9.11, 'Betclic', 1.41
2022-04-06T19:00:00Z,Villareal,Bayern Munich,'888sport', 6.0, '1xBet', 1.62
2022-04-06T19:00:00Z,Chelsea,Real Madrid,'Marathon Bet', 2.14, 'Betfair', 4.0
